"Städte nach Fläche, Bevölkerung und Bevölkerungsdichte am 31.12.2024 (Jahr)",,,,,,,,
Laufende Nummer,Amtlicher Regionalschlüssel,Stadt,Postleitzahl ,Fläche km² ¹⁾,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾ insgesamt,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾ männlich,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾ weiblich,Bevölkerung auf Grundlage des ZENSUS 2022 ²⁾             je km²
585,032570035035,"Stadthagen, Stadt",31655,  60.27, 22 638, 10 875, 11 763, 376
586,064400012012,"Karben, Stadt",61184,  43.94, 22 600, 11 144, 11 456, 514
587,150860015015,"Burg, Stadt",39288,  165.55, 22 585, 11 398, 11 187, 136
588,160635051003,"Bad Salzungen, Stadt",36433,  152.02, 22 557, 11 037, 11 520, 148
589,055660040040,"Lengerich, Stadt",49525,  90.79, 22 557, 11 167, 11 390, 248
590,010560041041,"Quickborn, Stadt",25451,  43.16, 22 521, 10 987, 11 534, 522
591,033580021021,"Soltau, Stadt",29614,  203.77, 22 511, 11 069, 11 442, 110
592,150870130130,"Eisleben, Lutherstadt",06295,  144.74, 22 505, 11 068, 11 437, 155
593,091830128128,"Mühldorf a.Inn, St",84453,  29.42, 22 503, 11 154, 11 349, 765
594,082150106106,"Waghäusel, Stadt",68753,  42.84, 22 466, 11 314, 11 152, 524
595,064400004004,"Büdingen, Stadt",63654,  122.88, 22 411, 11 278, 11 133, 182
596,064360003003,"Eschborn, Stadt",65760,  12.13, 22 403, 11 118, 11 285,1 847
597,081175003019,"Eislingen/Fils, Stadt",73054,  16.41, 22 325, 11 119, 11 206,1 360
598,097710113113,"Aichach, St",86551,  92.83, 22 015, 10 705, 11 310, 237
599,010510044044,"Heide, Stadt",25746,  31.97, 22 002, 10 721, 11 281, 688
600,051540044044,"Rees, Stadt",46459,  109.86, 21 913, 11 025, 10 888, 199
601,150810135135,"Gardelegen, Hansestadt",39638,  636.27, 21 822, 10 819, 11 003, 34
602,083265001012,"Donaueschingen, Stadt",78166,  104.69, 21 790, 10 955, 10 835, 208
603,053660044044,"Zülpich, Stadt",53909,  101.01, 21 780, 10 750, 11 030, 216
604,082260084084,"Schwetzingen, Stadt",68723,  21.50, 21 767, 10 658, 11 109,1 012
605,083155001006,"Bad Krozingen, Stadt",79189,  35.69, 21 755, 10 608, 11 147, 610
606,084165002025,"Mössingen, Stadt",72116,  50.03, 21 751, 10 647, 11 104, 435
607,097800139139,"Sonthofen, St",87527,  46.55, 21 734, 10 376, 11 358, 467
608,073340007007,"Germersheim, Stadt",76726,  21.68, 21 715, 10 958, 10 757,1 002
609,082265004032,"Hockenheim, Stadt",68766,  34.84, 21 623, 10 678, 10 945, 621
610,053740052052,"Wipperfürth, Hansestadt",51688,  118.30, 21 604, 10 716, 10 888, 183
611,031590026026,"Osterode am Harz, Stadt",37520,  102.54, 21 598, 10 553, 11 045, 211
612,057740016016,"Büren, Stadt",33142,  170.99, 21 593, 11 151, 10 442, 126
613,053740036036,"Radevormwald, Stadt auf der Höhe",42477,  53.86, 21 565, 10 548, 11 017, 400
614,010580043043,"Eckernförde, Stadt",24340,  21.58, 21 563, 10 174, 11 389, 999
615,100440111111,"Dillingen/ Saar, Stadt",66763,  22.05, 21 529, 10 639, 10 890, 976
616,057540048048,"Versmold, Stadt",33775,  85.57, 21 513, 10 818, 10 695, 251
617,083165006056,"Waldkirch, Stadt",79183,  48.47, 21 510, 10 380, 11 130, 444
618,145240080080,"Glauchau, Stadt",08371,  51.62, 21 442, 10 486, 10 956, 415
619,065340018018,"Stadtallendorf, Stadt",35260,  78.24, 21 425, 10 664, 10 761, 274
620,053620016016,"Elsdorf, Stadt",50189,  66.17, 21 424, 10 653, 10 771, 324
621,097740135135,"Günzburg, GKSt",89312,  55.40, 21 423, 10 697, 10 726, 387
622,120720477477,"Zossen, Stadt",15806,  180.38, 21 412, 11 014, 10 398, 119
623,057540012012,"Halle (Westf.), Stadt",33790,  69.70, 21 393, 10 478, 10 915, 307
624,073380025025,"Schifferstadt, Stadt",67105,  28.06, 21 387, 10 665, 10 722, 762
625,064360004004,"Flörsheim am Main, Stadt",65439,  22.99, 21 344, 10 615, 10 729, 928
626,064380013013,"Seligenstadt, Einhardstadt",63500,  30.85, 21 298, 10 229, 11 069, 690
627,082150108108,"Rheinstetten, Stadt",76287,  32.31, 21 267, 10 443, 10 824, 658
628,064320010010,"Groß-Umstadt, Stadt",64823,  86.84, 21 245, 10 454, 10 791, 245
629,051700052052,"Xanten, Stadt",46509,  72.43, 21 179, 10 244, 10 935, 292
630,034580014014,"Wildeshausen, Stadt",27793,  89.70, 21 155, 10 398, 10 757, 236
631,120710372372,"Spremberg/Grodk, Stadt",03130,  202.32, 21 140, 10 208, 10 932, 104
632,150820430430,"Zerbst/Anhalt, Stadt",39261,  470.91, 21 124, 10 384, 10 740, 45
633,120720232232,"Luckenwalde, Stadt",14943,  46.61, 21 010, 10 268, 10 742, 451
634,034550015015,"Schortens, Stadt",26419,  68.79, 20 995, 10 193, 10 802, 305
635,055540056056,"Stadtlohn, Stadt",48703,  79.25, 20 946, 10 634, 10 312, 264
636,059740020020,"Geseke, Stadt",59590,  97.89, 20 930, 10 425, 10 505, 214
637,160650067067,"Sondershausen, Stadt",99706,  201.21, 20 910, 10 322, 10 588, 104
638,091890155155,"Traunstein, GKSt",83278,  48.57, 20 877, 9 847, 11 030, 430
639,091790145145,"Puchheim, St",82178,  12.24, 20 858, 10 130, 10 728,1 704
640,084365002009,"Bad Waldsee, Stadt",88339,  108.55, 20 838, 10 273, 10 565, 192
641,092790112112,"Dingolfing, St",84130,  44.00, 20 749, 10 878, 9 871, 472
642,051580036036,"Wülfrath, Stadt",42489,  32.27, 20 731, 10 020, 10 711, 642
643,057580008008,"Enger, Widukindstadt",32130,  41.24, 20 688, 10 248, 10 440, 502
644,083255005053,"Schramberg, Stadt",78713,  80.70, 20 610, 10 289, 10 321, 255
645,084355006057,"Tettnang, Stadt",88069,  71.25, 20 520, 10 253, 10 267, 288
646,145240300300,"Werdau, Stadt",08412,  65.62, 20 520, 10 184, 10 336, 313
647,064350006006,"Bruchköbel, Stadt",63486,  29.88, 20 509, 9 899, 10 610, 686
648,059780012012,"Fröndenberg/Ruhr, Stadt",58730,  56.23, 20 504, 10 081, 10 423, 365
649,094780139139,"Lichtenfels, St",96215,  122.16, 20 488, 10 062, 10 426, 168
650,146270010010,"Coswig, Stadt",01640,  25.88, 20 479, 9 826, 10 653, 791
651,065320012012,"Herborn, Stadt",35745,  63.76, 20 421, 10 071, 10 350, 320
652,055660068068,"Ochtrup, Stadt",48607,  105.63, 20 394, 10 358, 10 036, 193
653,032410004004,"Burgwedel, Stadt",30938,  152.85, 20 379, 9 766, 10 613, 133
654,091890154154,"Traunreut, St",83294,  45.06, 20 379, 10 093, 10 286, 452
655,031590010010,"Duderstadt, Stadt",37115,  95.64, 20 375, 9 936, 10 439, 213
656,097790194194,"Nördlingen, GKSt",86720,  68.09, 20 352, 10 081, 10 271, 299
657,083365007081,"Schopfheim, Stadt",79650,  67.93, 20 332, 9 922, 10 410, 299
658,130710156156,"Waren (Müritz), Stadt",17192,  159.46, 20 260, 9 453, 10 807, 127
659,100450112112,"Blieskastel, Stadt",66440,  108.21, 20 197, 9 917, 10 280, 187
660,130710110110,"Neustrelitz, Residenzstadt",17235,  139.89, 20 191, 9 676, 10 515, 144
661,055660016016,"Hörstel, Stadt",48477,  107.54, 20 166, 10 193, 9 973, 188
662,147290050050,"Borna, Stadt",04552,  62.45, 20 131, 9 909, 10 222, 322
663,064350021021,"Nidderau, Stadt",61130,  46.73, 20 119, 9 974, 10 145, 431
664,083155012074,"Müllheim im Markgräflerland, Stadt",79379,  57.91, 20 097, 9 671, 10 426, 347
665,055700044044,"Telgte, Stadt",48291,  90.90, 20 069, 9 805, 10 264, 221
666,034620019019,"Wittmund, Stadt",26409,  210.16, 20 037, 9 828, 10 209, 95
667,059620036036,"Meinerzhagen, Stadt",58540,  115.69, 20 019, 9 915, 10 104, 173
668,091780143143,"Moosburg a.d.Isar, St",85368,  43.85, 20 012, 10 117, 9 895, 456
669,147305311310,"Torgau, Stadt",04860,  102.82, 19 992, 9 853, 10 139, 194
670,097790131131,"Donauwörth, GKSt",86609,  77.04, 19 990, 9 983, 10 007, 259
671,081355001016,"Giengen an der Brenz, Stadt",89537,  44.07, 19 967, 9 972, 9 995, 453
672,160610115115,"Leinefelde-Worbis, Stadt",37327,  115.79, 19 957, 9 890, 10 067, 172
673,010550004004,"Bad Schwartau, Stadt",23611,  18.39, 19 954, 9 225, 10 729,1 085
674,010560044044,"Schenefeld, Stadt",22869,  9.99, 19 909, 9 715, 10 194,1 993
675,081255001005,"Bad Friedrichshall, Stadt",74177,  24.71, 19 853, 10 083, 9 770, 803
676,083175009089,"Oberkirch, Stadt",77704,  69.10, 19 847, 9 879, 9 968, 287
677,055700020020,"Ennigerloh, Stadt",59320,  125.56, 19 841, 9 934, 9 907, 158
678,091730112112,"Bad Tölz, St",83646,  30.80, 19 826, 9 692, 10 134, 644
679,084175004031,"Hechingen, Stadt",72379,  66.41, 19 807, 9 845, 9 962, 298
680,097730125125,"Dillingen a.d.Donau, GKSt",89407,  75.59, 19 806, 9 838, 9 968, 262
681,145235125340,"Reichenbach im Vogtland, Stadt",08468,  34.47, 19 797, 9 570, 10 227, 574
682,053740044044,"Waldbröl, Stadt",51545,  63.32, 19 795, 9 718, 10 077, 313
683,160760022022,"Greiz, Stadt",07973,  84.86, 19 766, 9 674, 10 092, 233
684,084150059059,"Pfullingen, Stadt",72793,  30.14, 19 759, 9 724, 10 035, 656
685,032520003003,"Bad Pyrmont, Stadt",31812,  61.99, 19 722, 9 389, 10 333, 318
686,053700036036,"Wassenberg, Stadt",41849,  42.43, 19 713, 9 699, 10 014, 465
687,071370068068,"Mayen, Stadt",56727,  58.19, 19 713, 9 788, 9 925, 339
688,120630208208,"Nauen, Stadt",14641,  268.15, 19 679, 9 925, 9 754, 73
689,055540048048,"Rhede, Stadt",46414,  78.90, 19 674, 9 673, 10 001, 249
690,091730147147,"Wolfratshausen, St",82515,  9.13, 19 658, 9 629, 10 029,2 153
691,081180080080,"Korntal-Münchingen, Stadt",70825,  20.71, 19 654, 9 888, 9 766, 949
692,010530090090,"Mölln, Stadt",23879,  25.05, 19 627, 9 390, 10 237, 784
693,091710112112,"Burghausen, St",84489,  19.81, 19 558, 9 677, 9 881, 987
694,059580024024,"Marsberg, Stadt",34431,  182.22, 19 555, 10 004, 9 551, 107
695,031530002002,"Bad Harzburg, Stadt",38667,  65.52, 19 489, 9 155, 10 334, 297
696,073310003003,"Alzey, Stadt",55232,  35.22, 19 468, 9 653, 9 815, 553
697,100440112112,"Lebach, Stadt",66822,  64.21, 19 468, 9 874, 9 594, 303
698,032540028028,"Sarstedt, Stadt",31157,  43.00, 19 405, 9 528, 9 877, 451
699,093710151151,"Sulzbach-Rosenberg, St",92237,  53.12, 19 379, 9 588, 9 791, 365
700,081150050050,"Weil der Stadt, Stadt",71263,  43.17, 19 353, 9 562, 9 791, 448
701,160660063063,"Schmalkalden, Stadt",98574,  105.38, 19 323, 9 946, 9 377, 183
702,064380005005,"Heusenstamm, Stadt",63150,  19.03, 19 312, 9 474, 9 838,1 015
703,053780008008,"Burscheid, Stadt",51399,  27.33, 19 272, 9 449, 9 823, 705
704,032570009009,"Bückeburg, Stadt",31675,  68.90, 19 221, 9 228, 9 993, 279
705,073320002002,"Bad Dürkheim, Stadt",67098,  102.55, 19 159, 9 111, 10 048, 187
706,150830270270,"Haldensleben, Stadt",39340,  157.13, 19 121, 9 474, 9 647, 122
707,091870150150,"Kolbermoor, St",83059,  19.83, 19 094, 9 253, 9 841, 963
708,057620004004,"Bad Driburg, Stadt",33014,  115.30, 19 080, 9 550, 9 530, 165
709,072310134134,"Wittlich, Stadt",54516,  49.64, 19 049, 9 658, 9 391, 384
710,033580019019,"Schneverdingen, Stadt",29640,  234.92, 19 016, 9 380, 9 636, 81
711,150850055055,"Blankenburg (Harz), Stadt",38889,  149.21, 18 970, 9 133, 9 837, 127
712,032410007007,"Hemmingen, Stadt",30966,  31.73, 18 932, 9 173, 9 759, 597
713,120730452452,"Prenzlau, Stadt",17291,  142.97, 18 928, 9 172, 9 756, 132
714,032550023023,"Holzminden, Stadt",37603,  88.23, 18 921, 9 559, 9 362, 214
715,147300270270,"Schkeuditz, Stadt",04435,  81.47, 18 905, 9 601, 9 304, 232
716,065320011011,"Haiger, Stadt",35708,  106.73, 18 888, 9 438, 9 450, 177
717,145210035035,"Aue-Bad Schlema, Stadt",08280,  36.43, 18 868, 9 001, 9 867, 518
718,150830415415,"Oschersleben (Bode), Stadt",39387,  189.88, 18 859, 9 368, 9 491, 99
719,010560049049,"Uetersen, Stadt",25436,  11.43, 18 827, 9 217, 9 610,1 647
720,145210020020,"Annaberg-Buchholz, Stadt",09456,  28.15, 18 815, 9 085, 9 730, 668
721,066360003003,"Eschwege, Kreisstadt",37269,  63.26, 18 743, 9 047, 9 696, 296
722,071410075075,"Lahnstein, Stadt",56112,  37.62, 18 719, 9 190, 9 529, 498
723,146250480480,"Radeberg, Stadt",01454,  29.83, 18 683, 9 184, 9 499, 626
724,010620018018,"Glinde, Stadt",21509,  11.21, 18 681, 9 114, 9 567,1 666
725,064340006006,"Kronberg im Taunus, Stadt",61476,  18.58, 18 671, 8 756, 9 915,1 005
726,031530012012,"Seesen, Stadt",38723,  102.33, 18 657, 9 090, 9 567, 182
727,081180076076,"Sachsenheim, Stadt",74343,  57.92, 18 638, 9 276, 9 362, 322
728,053740004004,"Bergneustadt, Stadt",51702,  37.89, 18 628, 9 067, 9 561, 492
729,097770151151,"Marktoberdorf, St",87616,  95.15, 18 617, 9 410, 9 207, 196
730,032520007007,"Hessisch Oldendorf, Stadt",31840,  120.32, 18 567, 9 203, 9 364, 154
731,081150041041,"Renningen, Stadt",71272,  31.15, 18 567, 9 186, 9 381, 596
732,033570008008,"Bremervörde, Stadt",27432,  150.42, 18 564, 9 273, 9 291, 123
733,160680051051,"Sömmerda, Stadt",99610,  87.56, 18 503, 9 043, 9 460, 211
734,091870117117,"Bad Aibling, St",83043,  41.40, 18 497, 8 765, 9 732, 447
